ensemble_id,init_type,energy_rank,energy,rmsd_to_reference_A,pred_e2e_A,pred_rg_A,ref_e2e_A,ref_rg_A
65,random,65,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
66,random,66,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
67,random,67,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
68,random,68,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
69,random,69,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
70,random,70,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
71,random,71,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
72,random,72,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
73,random,73,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
74,random,74,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
75,random,75,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
76,random,76,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
77,random,77,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
78,random,78,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
79,random,79,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
80,random,80,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
81,random,81,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
82,random,82,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
83,random,83,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
84,random,84,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
85,random,85,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
86,random,86,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
87,random,87,308.04174931421267,4.180308314031723,5.525560150510703,4.8009991420169325,5.508595556037851,4.848916770784997
